timestamp,poor_signal,attention,meditation,blink,raw,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,alpha_total,beta_total,gamma_total,beta_alpha_ratio,theta_alpha_ratio,gamma_beta_ratio,focus_index,calm_index
2026-03-30 11:21:33.043135,0.0,0.7230769230769231,0.6578947368421053,,0.3332474226804124,0.018682767543589426,0.048333541380601676,0.01342434872911944,0.11091911462190406,0.06040628593330778,0.049194825494107725,0.0326938136256852,0.1475695565166871,0.05362401723151914,0.06616857231518392,0.06546734454438795,0.10289106113293538,0.08192174289034491,0.21444597273894625,0.0950721646771554,0.22448974418924977
2026-03-30 11:21:33.116846,0.0,0.7230769230769231,0.6578947368421053,,0.3359536082474227,0.018682767543589426,0.048333541380601676,0.01342434872911944,0.11091911462190406,0.06040628593330778,0.049194825494107725,0.0326938136256852,0.1475695565166871,0.05362401723151914,0.06616857231518392,0.06546734454438795,0.10289106113293538,0.08192174289034491,0.21444597273894625,0.0950721646771554,0.22448974418924977
2026-03-30 11:21:33.125075,0.0,0.7230769230769231,0.6578947368421053,,0.3372422680412371,0.018682767543589426,0.048333541380601676,0.01342434872911944,0.11091911462190406,0.06040628593330778,0.049194825494107725,0.0326938136256852,0.1475695565166871,0.05362401723151914,0.06616857231518392,0.06546734454438795,0.10289106113293538,0.08192174289034491,0.21444597273894625,0.0950721646771554,0.22448974418924977
2026-03-30 11:21:33.129075,0.0,0.6666666666666667,0.6140350877192983,,0.33878865979381445,0.014713956147016342,0.03969492927616684,0.01146346508613957,0.08608299733947722,0.04523444487032069,0.04028271942633459,0.0343532087854719,0.11796096658274696,0.0422895543713934,0.051547991311197576,0.05765871463955156,0.10379188949837424,0.08473118164294205,0.24430327527132512,0.09809476698718193,0.21224259145715424
2026-03-30 11:21:33.230280,0.0,0.6102564102564102,0.5701754385964911,,0.3360824742268041,0.010745144750443254,0.031056317171732004,0.009502581443159705,0.06124688005705039,0.03006260380733359,0.03137061335856145,0.036012603945258605,0.08835237664880684,0.030955091511267654,0.03692741030721123,0.04985008473471517,0.10531048977930256,0.08946728303875713,0.29381409504837747,0.10286311218222774,0.19403246972325439
2026-03-30 11:21:33.233277,0.0,0.5538461538461539,0.5263157894736842,,0.33298969072164947,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.312039,0.0,0.5538461538461539,0.5263157894736842,,0.33131443298969077,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.319024,0.0,0.5538461538461539,0.5263157894736842,,0.3320876288659794,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.322411,0.0,0.5538461538461539,0.5263157894736842,,0.3315721649484536,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.429914,0.0,0.5538461538461539,0.5263157894736842,,0.33298969072164947,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.434855,0.0,0.5538461538461539,0.5263157894736842,,0.3306701030927835,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.525815,0.0,0.5538461538461539,0.5263157894736842,,0.33414948453608245,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.530680,0.0,0.5538461538461539,0.5263157894736842,,0.3333762886597938,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.534676,0.0,0.5538461538461539,0.5263157894736842,,0.3360824742268041,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.616801,0.0,0.5538461538461539,0.5263157894736842,,0.3346649484536083,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.621793,0.0,0.5538461538461539,0.5263157894736842,,0.3355670103092784,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.625824,0.0,0.5538461538461539,0.5263157894736842,,0.33518041237113405,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.728531,0.0,0.5538461538461539,0.5263157894736842,,0.33414948453608245,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.732531,0.0,0.5538461538461539,0.5263157894736842,,0.3345360824742268,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
2026-03-30 11:21:33.824790,0.0,0.5538461538461539,0.5263157894736842,,0.3355670103092784,0.0067763333538701665,0.02241770506729717,0.007541697800179836,0.03641076277462355,0.014890762744346493,0.02245850729078831,0.03767199910504531,0.0587437867148667,0.01962062865114191,0.022306829303224883,0.04204145482987876,0.1084139547231063,0.09914614642157381,0.39190381286515724,0.11150371172471296,0.16410312939562569
